,did,tool_name,api_name,simi_apis,instruction,type,label,explain
229,314,ocr_extract_text,extract_text_from_image_url,"ocr_extract_text##extract_text_from_image_file
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",Could you please extract the text from this image for me? The image can be found at this URL: https://cms-article.forbesindia.com/media/images/2023/May/img_207571_tonyrobbins.jpg,2,1,
230,315,ocr_extract_text,extract_text_from_image_url,"ocr_extract_text##extract_text_from_image_file
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",I need to know the content written in the following image. Can you help me with that? Here's the image URL: https://images.ctfassets.net/pdf29us7flmy/7eJIWOZSOd9p79EGHcEOqQ/4678b6fd4199c9e7b71d6dacd0c56097/resized.jpg?w=720&q=100&fm=jpg,2,1,
231,316,ocr_extract_text,extract_text_from_image_url,"ocr_extract_text##extract_text_from_image_file
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",Can you read the text from this image for me? Here is the image link: https://images.ctfassets.net/pdf29us7flmy/2aufE71KN154w8kNytZcU8/44bf4b509cf193c50a555dae97c4e662/resized.jpg,2,1,
232,317,ocr_extract_text,extract_text_from_image_url,"ocr_extract_text##extract_text_from_image_file
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",I found an image with text that I can't read. Can you extract the text from this link? https://images.ctfassets.net/pdf29us7flmy/6dUqzLou9eaR5a4laikLzy/b3cc20e7d4a44116d5ad06e8145005f7/resized.jpg,2,1,
233,318,ocr_extract_text,extract_text_from_image_url,"ocr_extract_text##extract_text_from_image_file
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg","There's some text in this image, but I can't quite make it out. Could you extract it for me? Here's the URL: https://images.ctfassets.net/pdf29us7flmy/6dUqzLou9eaR5a4laikLzy/b3cc20e7d4a44116d5ad06e8145005f7/resized.jpg",2,1,
234,319,ocr_extract_text,extract_text_from_image_url,"ocr_extract_text##extract_text_from_image_file
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",Please help me with the text in the following image. This is the URL where you can find it: https://cdn.geckoandfly.com/wp-content/uploads/2017/07/top-best-quotes-01-830x467.jpg,2,1,
235,321,ocr_extract_text,extract_text_from_image_file,"ocr_extract_text##extract_text_from_image_url
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",Can you read the plate number in the picture files/img_trans/proverb7.jpg I took?,2,1,
236,322,ocr_extract_text,extract_text_from_image_file,"ocr_extract_text##extract_text_from_image_url
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",What is the text in the billboard image files/img_trans/proverb10.png I shot?,2,1,
237,323,ocr_extract_text,extract_text_from_image_file,"ocr_extract_text##extract_text_from_image_url
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",What does the text say in the road sign from my image files/img_trans/proverb3.jpg?,2,1,
238,324,ocr_extract_text,extract_text_from_image_file,"ocr_extract_text##extract_text_from_image_url
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",Could you help me read the text in the screenshot files/img_trans/proverb3.jpg of my phone?,2,1,
239,325,ocr_extract_text,extract_text_from_image_file,"ocr_extract_text##extract_text_from_image_url
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",Can you tell me the text content on the book cover in the image files/img_trans/proverb3.jpg?,2,1,
240,326,ocr_extract_text,extract_text_from_image_file,"ocr_extract_text##extract_text_from_image_url
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",Could you recognize the letters in the artwork photo files/img_trans/proverb2.jpg?,2,1,
241,327,ocr_extract_text,extract_text_from_image_file,"ocr_extract_text##extract_text_from_image_url
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg","I can't read the message in the picture files/img_trans/proverb6.jpg, can you help?",2,1,
242,328,ocr_extract_text,extract_text_from_image_file,"ocr_extract_text##extract_text_from_image_url
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",Can you decipher the text on the poster in this image files/img_trans/proverb1.jpg?,2,1,
243,329,ocr_extract_text,extract_text_from_image_file,"ocr_extract_text##extract_text_from_image_url
image_processing##convert_format
image_translation##image_translation
objects_detection##objects_detection
image_remove_bg##remove_bg",What is the text in this graffiti picture files/img_trans/proberb9.png I have?,2,1,
244,340,public_holiday,public_holidays,"calendar##days_of_month
tourist_attraction##detail
tourist_attraction##currencies
tourist_attraction##languages
skyscanner80##hotels_search",Can you tell me the public holidays for the United States in 2024?,2,1,
245,341,public_holiday,public_holidays,"calendar##days_of_month
tourist_attraction##detail
tourist_attraction##currencies
tourist_attraction##languages
skyscanner80##hotels_search",Are there any public holidays in Japan for the year 2024?,2,1,
246,342,public_holiday,public_holidays,"calendar##days_of_month
tourist_attraction##detail
tourist_attraction##currencies
tourist_attraction##languages
skyscanner80##hotels_search",What were the public holidays in France in 2020?,2,1,
247,343,public_holiday,public_holidays,"calendar##days_of_month
tourist_attraction##detail
tourist_attraction##currencies
tourist_attraction##languages
skyscanner80##hotels_search",Could you let me know the public holidays for 2023 in India?,2,1,
248,344,public_holiday,public_holidays,"calendar##days_of_month
tourist_attraction##detail
tourist_attraction##currencies
tourist_attraction##languages
skyscanner80##hotels_search",Did Canada have any public holidays in the year 2021?,2,1,
249,345,public_holiday,public_holidays,"calendar##days_of_month
tourist_attraction##detail
tourist_attraction##currencies
tourist_attraction##languages
skyscanner80##hotels_search",What are the public holidays in Australia for the year 2024?,2,1,
250,346,public_holiday,public_holidays,"calendar##days_of_month
tourist_attraction##detail
tourist_attraction##currencies
tourist_attraction##languages
skyscanner80##hotels_search",Were there any public holidays in the United Kingdom in 2022?,2,1,
251,347,public_holiday,public_holidays,"calendar##days_of_month
tourist_attraction##detail
tourist_attraction##currencies
tourist_attraction##languages
skyscanner80##hotels_search",Could you please lookup the public holidays in China for the year 2024?,2,1,
252,348,public_holiday,public_holidays,"calendar##days_of_month
tourist_attraction##detail
tourist_attraction##currencies
tourist_attraction##languages
skyscanner80##hotels_search",Please tell me the public holidays in Germany for 2024.,2,1,
253,349,public_holiday,public_holidays,"calendar##days_of_month
tourist_attraction##detail
tourist_attraction##currencies
tourist_attraction##languages
skyscanner80##hotels_search",Could you give me information on the public holidays in Italy for the year 2020?,2,1,
254,350,recipe_by_api_ninjas,v1_recipe,"bing_search_apis##images_search
bing##web_search
geocoding_by_api_ninjas##v1_geocoding
news_api##search
airports##query_airports_by_name",Could you suggest some recipes to make Italian pasta?,2,1,
255,351,recipe_by_api_ninjas,v1_recipe,"bing_search_apis##images_search
bing##web_search
geocoding_by_api_ninjas##v1_geocoding
news_api##search
airports##query_airports_by_name",What are some easy recipes for a Chicken Biryani?,2,1,
256,352,recipe_by_api_ninjas,v1_recipe,"bing_search_apis##images_search
bing##web_search
geocoding_by_api_ninjas##v1_geocoding
news_api##search
airports##query_airports_by_name",I want to try out some Chinese dishes. Can you give me some recipes?,2,1,
257,353,recipe_by_api_ninjas,v1_recipe,"bing_search_apis##images_search
bing##web_search
geocoding_by_api_ninjas##v1_geocoding
news_api##search
airports##query_airports_by_name",Can you give me the recipes to make Mexican Tacos?,2,1,
258,354,recipe_by_api_ninjas,v1_recipe,"bing_search_apis##images_search
bing##web_search
geocoding_by_api_ninjas##v1_geocoding
news_api##search
airports##query_airports_by_name","I want to make some desserts, can you suggest some recipes?",2,1,
259,355,recipe_by_api_ninjas,v1_recipe,"bing_search_apis##images_search
bing##web_search
geocoding_by_api_ninjas##v1_geocoding
news_api##search
airports##query_airports_by_name",I got some fresh salmon. Can you give me some recipe suggestions?,2,1,
260,356,recipe_by_api_ninjas,v1_recipe,"bing_search_apis##images_search
bing##web_search
geocoding_by_api_ninjas##v1_geocoding
news_api##search
airports##query_airports_by_name","I want to make a vegan dish, can you show me some recipes?",2,1,
261,357,recipe_by_api_ninjas,v1_recipe,"bing_search_apis##images_search
bing##web_search
geocoding_by_api_ninjas##v1_geocoding
news_api##search
airports##query_airports_by_name",Are there any recipes to make a gluten-free cake?,2,1,
262,358,recipe_by_api_ninjas,v1_recipe,"bing_search_apis##images_search
bing##web_search
geocoding_by_api_ninjas##v1_geocoding
news_api##search
airports##query_airports_by_name",Can you suggest some recipes for a healthy breakfast meal?,2,1,
263,359,recipe_by_api_ninjas,v1_recipe,"bing_search_apis##images_search
bing##web_search
geocoding_by_api_ninjas##v1_geocoding
news_api##search
airports##query_airports_by_name","I'm looking for some Japanese sushi recipes, can you help me?",2,1,
264,370,skyscanner80,flights_auto_complete,"skyscanner80##hotels_hotel_auto_complete
skyscanner80##get_config
skyscanner80##flights_search_everywhere
skyscanner80##hotels_hotel_detail
skyscanner80##flights_flight_detail",Can you help me find out the airports in Beijing?,2,1,
265,371,skyscanner80,flights_auto_complete,"skyscanner80##hotels_hotel_auto_complete
skyscanner80##get_config
skyscanner80##flights_search_everywhere
skyscanner80##hotels_hotel_detail
skyscanner80##flights_flight_detail",What are the airports available in London?,2,1,
266,372,skyscanner80,flights_auto_complete,"skyscanner80##hotels_hotel_auto_complete
skyscanner80##get_config
skyscanner80##flights_search_everywhere
skyscanner80##hotels_hotel_detail
skyscanner80##flights_flight_detail",Are there any airports accessible in Tokyo for my visit?,2,1,
267,373,skyscanner80,flights_auto_complete,"skyscanner80##hotels_hotel_auto_complete
skyscanner80##get_config
skyscanner80##flights_search_everywhere
skyscanner80##hotels_hotel_detail
skyscanner80##flights_flight_detail","I want to travel to New York, could you list me the airports there?",2,1,
268,374,skyscanner80,flights_auto_complete,"skyscanner80##hotels_hotel_auto_complete
skyscanner80##get_config
skyscanner80##flights_search_everywhere
skyscanner80##hotels_hotel_detail
skyscanner80##flights_flight_detail",Which airport should I go to if I want to land in Sydney?,2,1,
269,375,skyscanner80,flights_auto_complete,"skyscanner80##hotels_hotel_auto_complete
skyscanner80##get_config
skyscanner80##flights_search_everywhere
skyscanner80##hotels_hotel_detail
skyscanner80##flights_flight_detail","I'm planning my trip to Paris, do you know what airports are there?",2,1,
270,376,skyscanner80,flights_auto_complete,"skyscanner80##hotels_hotel_auto_complete
skyscanner80##get_config
skyscanner80##flights_search_everywhere
skyscanner80##hotels_hotel_detail
skyscanner80##flights_flight_detail",I need to know the airports in Los Angeles for my upcoming business trip.,2,1,
271,377,skyscanner80,flights_auto_complete,"skyscanner80##hotels_hotel_auto_complete
skyscanner80##get_config
skyscanner80##flights_search_everywhere
skyscanner80##hotels_hotel_detail
skyscanner80##flights_flight_detail",Can you provide information about airports in Singapore?,2,1,
272,378,skyscanner80,flights_auto_complete,"skyscanner80##hotels_hotel_auto_complete
skyscanner80##get_config
skyscanner80##flights_search_everywhere
skyscanner80##hotels_hotel_detail
skyscanner80##flights_flight_detail","I've got a sudden trip to Berlin, can you tell me about the airports there?",2,1,
273,379,skyscanner80,flights_auto_complete,"skyscanner80##hotels_hotel_auto_complete
skyscanner80##get_config
skyscanner80##flights_search_everywhere
skyscanner80##hotels_hotel_detail
skyscanner80##flights_flight_detail","I am organizing a trip to Moscow, could you please tell me what airports are there?",2,1,
274,380,skyscanner80,flights_search_one_way,"skyscanner80##flights_search_roundtrip
skyscanner80##flights_search_everywhere
skyscanner80##flights_search_incomplete
skyscanner80##flights_flight_detail
skyscanner80##flights_price_calendar",I'm planning to fly from Beijing to Shenzhen on 2024-04-10. Can you find me a one-way flight?,2,1,
275,381,skyscanner80,flights_search_one_way,"skyscanner80##flights_search_roundtrip
skyscanner80##flights_search_everywhere
skyscanner80##flights_search_incomplete
skyscanner80##flights_flight_detail
skyscanner80##flights_price_calendar",Can you help me search for a one-way flight from New York City to London departing on 2024-06-01 for 2 adults and 1 child?,2,1,
276,382,skyscanner80,flights_search_one_way,"skyscanner80##flights_search_roundtrip
skyscanner80##flights_search_everywhere
skyscanner80##flights_search_incomplete
skyscanner80##flights_flight_detail
skyscanner80##flights_price_calendar","I'm looking for a one-way flight from Sydney, Australia to Paris, France, with the departure date set for 2024-07-15. Can you assist me?",2,1,
277,383,skyscanner80,flights_search_one_way,"skyscanner80##flights_search_roundtrip
skyscanner80##flights_search_everywhere
skyscanner80##flights_search_incomplete
skyscanner80##flights_flight_detail
skyscanner80##flights_price_calendar",I am traveling alone from Shanghai to Tokyo and will depart on 2024-08-08. Can I know the available flights?,2,1,
278,384,skyscanner80,flights_search_one_way,"skyscanner80##flights_search_roundtrip
skyscanner80##flights_search_everywhere
skyscanner80##flights_search_incomplete
skyscanner80##flights_flight_detail
skyscanner80##flights_price_calendar","I need to find a one-way flight from Bangkok to Singapore for 2 adults, 1 child, and 1 infant departing on 2024-05-10, can you help me look it up?",2,1,
279,385,skyscanner80,flights_search_one_way,"skyscanner80##flights_search_roundtrip
skyscanner80##flights_search_everywhere
skyscanner80##flights_search_incomplete
skyscanner80##flights_flight_detail
skyscanner80##flights_price_calendar",Can you find a one-way flight from Seoul to Beijing for 3 adults departing on 2024-12-24 in the first class cabin?,2,1,
280,386,skyscanner80,flights_search_one_way,"skyscanner80##flights_search_roundtrip
skyscanner80##flights_search_everywhere
skyscanner80##flights_search_incomplete
skyscanner80##flights_flight_detail
skyscanner80##flights_price_calendar",Can you find a one-way business class flight from Frankfurt to Madrid departing on 2024-06-15 for 4 adults?,2,1,
281,387,skyscanner80,flights_search_one_way,"skyscanner80##flights_search_roundtrip
skyscanner80##flights_search_everywhere
skyscanner80##flights_search_incomplete
skyscanner80##flights_flight_detail
skyscanner80##flights_price_calendar","I'm traveling from Toronto to Vancouver with my family including 2 adults and 2 children, departure date is 2024-07-24. What flights are available?",2,1,
282,388,skyscanner80,flights_search_one_way,"skyscanner80##flights_search_roundtrip
skyscanner80##flights_search_everywhere
skyscanner80##flights_search_incomplete
skyscanner80##flights_flight_detail
skyscanner80##flights_price_calendar","I need a one-way flight from Athens to Rome for 1 adult and 1 infant, departing on 2024-05-30. Can you help me find one?",2,1,
283,389,skyscanner80,flights_search_one_way,"skyscanner80##flights_search_roundtrip
skyscanner80##flights_search_everywhere
skyscanner80##flights_search_incomplete
skyscanner80##flights_flight_detail
skyscanner80##flights_price_calendar",I'm planning a trip from Dublin to London on 2024-09-15 for 2 adults. Can you find me flights?,2,1,
284,390,skyscanner80,flights_search_roundtrip,"skyscanner80##flights_search_one_way
skyscanner80##flights_search_everywhere
skyscanner80##flights_search_incomplete
skyscanner80##flights_flight_detail
skyscanner80##flights_auto_complete","Can you help me find a round trip flight from Shenzhen to Beijing departing on 2024-04-01 and returning on 2024-04-07, for two adults and one infant?",2,1,
285,391,skyscanner80,flights_search_roundtrip,"skyscanner80##flights_search_one_way
skyscanner80##flights_search_everywhere
skyscanner80##flights_search_incomplete
skyscanner80##flights_flight_detail
skyscanner80##flights_auto_complete","I'm looking to book a round trip flight in premium economy class from Shanghai to Tokyo, leaving on 2024-04-10 and coming back on 2024-04-20, just for me. Can you help me with that?",2,1,
286,392,skyscanner80,flights_search_roundtrip,"skyscanner80##flights_search_one_way
skyscanner80##flights_search_everywhere
skyscanner80##flights_search_incomplete
skyscanner80##flights_flight_detail
skyscanner80##flights_auto_complete",What are my flight options for a round trip from Guangzhou to Sydney departing on 2024-05-01 and returning on 2024-05-18 for one adult and two children?,2,1,
287,393,skyscanner80,flights_search_roundtrip,"skyscanner80##flights_search_one_way
skyscanner80##flights_search_everywhere
skyscanner80##flights_search_incomplete
skyscanner80##flights_flight_detail
skyscanner80##flights_auto_complete","I want to book a round trip flight in first class from Beijing to New York, leaving on 2024-06-01 and coming back on 2024-06-20. It's for me and my wife. Can you help me find options?",2,1,
288,394,skyscanner80,flights_search_roundtrip,"skyscanner80##flights_search_one_way
skyscanner80##flights_search_everywhere
skyscanner80##flights_search_incomplete
skyscanner80##flights_flight_detail
skyscanner80##flights_auto_complete",Can you help me find a round trip flight from Shenzhen to London departing on 2024-07-01 and returning on 2024-07-14 for three adults and provided with the currency option?,2,1,
289,395,skyscanner80,flights_search_roundtrip,"skyscanner80##flights_search_one_way
skyscanner80##flights_search_everywhere
skyscanner80##flights_search_incomplete
skyscanner80##flights_flight_detail
skyscanner80##flights_auto_complete","I wish to book a round trip flight in business class from Shanghai to Dubai, leaving on 2024-08-01 and coming back on 2024-08-10 for me. Can you help me with that and provide options in my local language?",2,1,
290,396,skyscanner80,flights_search_roundtrip,"skyscanner80##flights_search_one_way
skyscanner80##flights_search_everywhere
skyscanner80##flights_search_incomplete
skyscanner80##flights_flight_detail
skyscanner80##flights_auto_complete",What are my flight options for a round trip from Beijing to Paris departing on 2024-09-01 and returning on 2024-09-20 for two adults and one child? Can you provide the results in Chinese market context?,2,1,
291,397,skyscanner80,flights_search_roundtrip,"skyscanner80##flights_search_one_way
skyscanner80##flights_search_everywhere
skyscanner80##flights_search_incomplete
skyscanner80##flights_flight_detail
skyscanner80##flights_auto_complete","I'm interested in booking a round trip flight from Guangzhou to Singapore, leaving on 2024-10-01 and coming back on 2024-10-10, for me and my two children, considering local market and currency. Can you assist?",2,1,
292,398,skyscanner80,flights_search_roundtrip,"skyscanner80##flights_search_one_way
skyscanner80##flights_search_everywhere
skyscanner80##flights_search_incomplete
skyscanner80##flights_flight_detail
skyscanner80##flights_auto_complete","Can you help me find a round trip flight from Shenzhen to Seoul departing on 2024-11-01 and returning on 2024-11-07, for two adults, one child, and one infant, in my local market context and language?",2,1,
293,399,skyscanner80,flights_search_roundtrip,"skyscanner80##flights_search_one_way
skyscanner80##flights_search_everywhere
skyscanner80##flights_search_incomplete
skyscanner80##flights_flight_detail
skyscanner80##flights_auto_complete","Can you provide me with a round trip flight option from Beijing to Melbourne departing on 2024-12-01 and returning on 2024-12-20, for an adult in first class, considering the local market and currency?",2,1,
294,400,skyscanner80,flights_search_everywhere,"skyscanner80##flights_flight_detail
skyscanner80##flights_search_roundtrip
skyscanner80##flights_price_calendar
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_search",I want to go on a trip from Shenzhen on 2024-04-05 but I'm not sure where to. Can you help me find flights?,2,1,
295,401,skyscanner80,flights_search_everywhere,"skyscanner80##flights_flight_detail
skyscanner80##flights_search_roundtrip
skyscanner80##flights_price_calendar
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_search","I'm planning a holiday from Beijing with my wife and 2 kids, departing on 2024-07-10. Can you find flights for us?",2,1,
296,403,skyscanner80,flights_search_everywhere,"skyscanner80##flights_flight_detail
skyscanner80##flights_search_roundtrip
skyscanner80##flights_price_calendar
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_search",Can you find flights departing from Hong Kong in first class on 2024-11-25 for me and my wife?,2,1,
297,404,skyscanner80,flights_search_everywhere,"skyscanner80##flights_flight_detail
skyscanner80##flights_search_roundtrip
skyscanner80##flights_price_calendar
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_search",My friend and I want to go on an adventure from Guangzhou but we don't know where to go. We will depart on 2024-12-30. Can you help us find some flights?,2,1,
298,405,skyscanner80,flights_search_everywhere,"skyscanner80##flights_flight_detail
skyscanner80##flights_search_roundtrip
skyscanner80##flights_price_calendar
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_search","I'm planning a trip from Shenzhen with my wife and 3 kids, we want to depart on 2024-05-01. Can you help us find flights?",2,1,
299,406,skyscanner80,flights_search_everywhere,"skyscanner80##flights_flight_detail
skyscanner80##flights_search_roundtrip
skyscanner80##flights_price_calendar
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_search","My 2 friends and I want to make a surprise trip from Shanghai, we have no idea where we will go, and we plan to depart on 2024-08-01. Could you help us with that?",2,1,
300,407,skyscanner80,flights_search_everywhere,"skyscanner80##flights_flight_detail
skyscanner80##flights_search_roundtrip
skyscanner80##flights_price_calendar
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_search",I'm from Taipei and I want to plan a free travel destination. We want to leave on 2024-10-10. Can you help me find flights?,2,1,
301,408,skyscanner80,flights_search_everywhere,"skyscanner80##flights_flight_detail
skyscanner80##flights_search_roundtrip
skyscanner80##flights_price_calendar
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_search","I plan to travel from Beijing with my pet and 2 children on 2024-07-15, pretend I don't care about the destination. Can you find flights for us?",2,1,
302,409,skyscanner80,flights_search_everywhere,"skyscanner80##flights_flight_detail
skyscanner80##flights_search_roundtrip
skyscanner80##flights_price_calendar
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_search",Can you help me and my wife find premium economy flights from Shenzhen on 2024-05-25 to anywhere unknown?,2,1,
303,430,skyscanner80,flights_price_calendar,"skyscanner80##flights_search_everywhere
skyscanner80##hotels_prices
skyscanner80##flights_flight_detail
skyscanner80##hotels_search
skyscanner80##hotels_hotel_detail",Can I see the flight price calendar from Shenzhen to Beijing for the departure on 1st May 2024 and return on 7th May 2024?,2,1,
304,431,skyscanner80,flights_price_calendar,"skyscanner80##flights_search_everywhere
skyscanner80##hotels_prices
skyscanner80##flights_flight_detail
skyscanner80##hotels_search
skyscanner80##hotels_hotel_detail","I am planning a round trip from Shanghai to Tokyo, departing on 10th April 2024, and coming back on 17th April 2024, can you show me the price calendar?",2,1,
305,432,skyscanner80,flights_price_calendar,"skyscanner80##flights_search_everywhere
skyscanner80##hotels_prices
skyscanner80##flights_flight_detail
skyscanner80##hotels_search
skyscanner80##hotels_hotel_detail","I want to know the price differences for flights from Guangzhou to New York, departing on 25th June 2024 and returning on 10th July 2024.",2,1,
306,433,skyscanner80,flights_price_calendar,"skyscanner80##flights_search_everywhere
skyscanner80##hotels_prices
skyscanner80##flights_flight_detail
skyscanner80##hotels_search
skyscanner80##hotels_hotel_detail",Can you show the price calendar for the flights from Hong Kong to London for the departure on 15th August 2024 and return on 29th August 2024?,2,1,
307,434,skyscanner80,flights_price_calendar,"skyscanner80##flights_search_everywhere
skyscanner80##hotels_prices
skyscanner80##flights_flight_detail
skyscanner80##hotels_search
skyscanner80##hotels_hotel_detail","I would like to view the prices for flights from Xi'an to Paris, departing on 18th July 2024 and returning on 30th July 2024.",2,1,
308,435,skyscanner80,flights_price_calendar,"skyscanner80##flights_search_everywhere
skyscanner80##hotels_prices
skyscanner80##flights_flight_detail
skyscanner80##hotels_search
skyscanner80##hotels_hotel_detail","Can I see the flight price calendar from Taipei to Sydney, with my departure on 2nd September 2024 and my return on 16th September 2024?",2,1,
309,436,skyscanner80,flights_price_calendar,"skyscanner80##flights_search_everywhere
skyscanner80##hotels_prices
skyscanner80##flights_flight_detail
skyscanner80##hotels_search
skyscanner80##hotels_hotel_detail","Can you provide the price calendar for flights from Chengdu to Amsterdam, departing on 21st October 2024 and returning on 5th November 2024?",2,1,
310,437,skyscanner80,flights_price_calendar,"skyscanner80##flights_search_everywhere
skyscanner80##hotels_prices
skyscanner80##flights_flight_detail
skyscanner80##hotels_search
skyscanner80##hotels_hotel_detail","Can I check the prices for flights from Hangzhou to Moscow, departing on 13th December 2024 and returning on 27th December 2024?",2,1,
311,438,skyscanner80,flights_price_calendar,"skyscanner80##flights_search_everywhere
skyscanner80##hotels_prices
skyscanner80##flights_flight_detail
skyscanner80##hotels_search
skyscanner80##hotels_hotel_detail","I need the prices for roundtrip flights from Nanjing to Rome, I am leaving on 7th November 2024 and coming back on 21st November 2024.",2,1,
312,439,skyscanner80,flights_price_calendar,"skyscanner80##flights_search_everywhere
skyscanner80##hotels_prices
skyscanner80##flights_flight_detail
skyscanner80##hotels_search
skyscanner80##hotels_hotel_detail","Could you display the price calendar for flights from Wuhan to Madrid, if I depart on 16th May 2024 and return on 30th May 2024?",2,1,
313,440,skyscanner80,hotels_hotel_auto_complete,"skyscanner80##flights_auto_complete
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_search
skyscanner80##get_config
skyscanner80##flights_search_everywhere",What are some hotel options in Beijing?,2,1,
314,441,skyscanner80,hotels_hotel_auto_complete,"skyscanner80##flights_auto_complete
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_search
skyscanner80##get_config
skyscanner80##flights_search_everywhere",Can you suggest a list of hotels in Tokyo for my trip?,2,1,
315,442,skyscanner80,hotels_hotel_auto_complete,"skyscanner80##flights_auto_complete
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_search
skyscanner80##get_config
skyscanner80##flights_search_everywhere","I am planning to visit London, what are the hotels available there?",2,1,
316,443,skyscanner80,hotels_hotel_auto_complete,"skyscanner80##flights_auto_complete
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_search
skyscanner80##get_config
skyscanner80##flights_search_everywhere",Are there any hotels near Disneyland in Paris?,2,1,
317,444,skyscanner80,hotels_hotel_auto_complete,"skyscanner80##flights_auto_complete
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_search
skyscanner80##get_config
skyscanner80##flights_search_everywhere",Can you find some hotel options in San Francisco for my upcoming trip?,2,1,
318,445,skyscanner80,hotels_hotel_auto_complete,"skyscanner80##flights_auto_complete
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_search
skyscanner80##get_config
skyscanner80##flights_search_everywhere",What hotels can I choose from in New York City?,2,1,
319,446,skyscanner80,hotels_hotel_auto_complete,"skyscanner80##flights_auto_complete
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_search
skyscanner80##get_config
skyscanner80##flights_search_everywhere","I'm looking for a list of hotels in Sydney, Australia.",2,1,
320,447,skyscanner80,hotels_hotel_auto_complete,"skyscanner80##flights_auto_complete
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_search
skyscanner80##get_config
skyscanner80##flights_search_everywhere","What are some hotel choices in Rome, Italy?",2,1,
321,448,skyscanner80,hotels_hotel_auto_complete,"skyscanner80##flights_auto_complete
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_search
skyscanner80##get_config
skyscanner80##flights_search_everywhere","Can you find some hotels for me in Seoul, South Korea?",2,1,
322,449,skyscanner80,hotels_hotel_auto_complete,"skyscanner80##flights_auto_complete
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_search
skyscanner80##get_config
skyscanner80##flights_search_everywhere","What hotels are available in Bangkok, Thailand?",2,1,
323,450,skyscanner80,hotels_search,"skyscanner80##hotels_prices
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_similar_hotels
skyscanner80##hotels_hotel_auto_complete
skyscanner80##flights_search_everywhere",What are some hotels are available in Beijing from 2024-04-12 to 2024-04-15?,2,1,
324,451,skyscanner80,hotels_search,"skyscanner80##hotels_prices
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_similar_hotels
skyscanner80##hotels_hotel_auto_complete
skyscanner80##flights_search_everywhere",Can you recommend me some hotels in Tokyo for my stay from 2024-05-10 to 2024-05-14?,2,1,
325,452,skyscanner80,hotels_search,"skyscanner80##hotels_prices
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_similar_hotels
skyscanner80##hotels_hotel_auto_complete
skyscanner80##flights_search_everywhere",Which hotels can I choose from in Hong Kong when I visit from 2024-07-20 to 2024-07-25?,2,1,
326,453,skyscanner80,hotels_search,"skyscanner80##hotels_prices
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_similar_hotels
skyscanner80##hotels_hotel_auto_complete
skyscanner80##flights_search_everywhere",I'm planning a trip to Paris. What hotels are available from 2024-08-10 to 2024-08-17?,2,1,
327,454,skyscanner80,hotels_search,"skyscanner80##hotels_prices
skyscanner80##hotels_hotel_detail
skyscanner80##hotels_similar_hotels
skyscanner80##hotels_hotel_auto_complete
skyscanner80##flights_search_everywhere",Help me find hotels in New York City for my trip from 2024-09-10 to 2024-09-15.,2,1,
